ranging.distance0,ranging.distance1,ranging.distance2,ranging.distance3,ranging.distance4,ranging.distance5
1.4625438451766968,1.4657787084579468,0.9801703095436096,0.0,0.8979433178901672,0.7613392472267151
1.441715121269226,1.4657787084579468,0.8852437138557434,0.0,0.9532224535942078,0.7990574836730957
1.5205026865005493,1.4928783178329468,0.8780242204666138,0.0,0.955094039440155,0.7990574836730957
1.4817430973052979,1.509524941444397,0.8526315093040466,0.0,0.955094039440155,0.7885733842849731
1.4817430973052979,0.9277900457382202,0.92496657371521,0.0,0.9715806245803833,0.8345881700515747
1.4879144430160522,0.9552364945411682,0.8971315622329712,0.0,1.0111593008041382,0.8345881700515747
1.4612590074539185,0.9552364945411682,0.9173796772956848,0.0,1.0222605466842651,0.8369564414024353
1.4612590074539185,1.044075846672058,0.9027388691902161,0.0,1.0154540538787842,0.8867090344429016
1.4763604402542114,1.044075846672058,0.9264054894447327,0.0,1.068159580230713,0.8485980033874512
1.422170877456665,1.1565027236938477,0.9983805418014526,0.0,1.0750433206558228,0.9271786212921143
1.4566093683242798,1.2428392171859741,0.9709315896034241,0.0,1.0750433206558228,0.9541290402412415
1.391379952430725,1.2428392171859741,1.0575731992721558,0.0,1.0306789875030518,0.9242439866065979
1.5235977172851562,1.2428392171859741,0.9454449415206909,0.0,1.1212362051010132,0.958827793598175
1.4483200311660767,1.2428392171859741,0.9336987733840942,0.0,1.1212362051010132,1.0140247344970703
1.364288330078125,1.2137714624404907,0.9194590449333191,0.0,1.1212362051010132,1.0610723495483398
1.3754386901855469,1.1747881174087524,1.000117301940918,0.0,1.2004735469818115,1.0636284351348877
1.3444527387619019,1.2083423137664795,0.9518833756446838,0.0,1.1044111251831055,1.1087212562561035
1.4348738193511963,1.1962302923202515,1.005470871925354,0.0,1.1359202861785889,1.0809085369110107
1.321972370147705,1.204599142074585,0.9756006002426147,0.0,1.1388795375823975,1.3247954845428467
1.4380892515182495,1.1902004480361938,1.0041303634643555,0.0,1.1388795375823975,1.314637541770935
1.3246591091156006,1.167932152748108,0.9760273098945618,0.0,1.3504765033721924,1.314637541770935
1.3324050903320312,1.1611162424087524,1.0265241861343384,0.0,1.142499566078186,1.2737400531768799
1.3415625095367432,1.1688307523727417,1.0299293994903564,0.0,1.142499566078186,1.2264670133590698
1.3327375650405884,1.170907735824585,1.0318864583969116,0.0,1.1477787494659424,1.2264670133590698
1.4971582889556885,1.170907735824585,1.0266387462615967,0.0,1.2670503854751587,1.3349533081054688
