pwm.m1_pwm,pwm.m2_pwm,pwm.m3_pwm,pwm.m4_pwm
53098.0,52775.0,53059.0,47114.0
52641.0,52570.0,54098.0,47325.0
52485.0,53430.0,54625.0,46400.0
50900.0,54677.0,55805.0,46045.0
49171.0,54869.0,56329.0,46242.0
52656.0,51548.0,54835.0,48533.0
52865.0,53130.0,54058.0,47655.0
51820.0,53122.0,54325.0,47419.0
54732.0,50938.0,50995.0,49276.0
52024.0,52275.0,53590.0,47560.0
54439.0,52282.0,51234.0,48498.0
52773.0,51077.0,53321.0,49913.0
52135.0,52703.0,53881.0,47487.0
50963.0,51554.0,55483.0,48256.0
53086.0,50667.0,53002.0,49981.0
52364.0,50831.0,53724.0,50003.0
54506.0,50585.0,51271.0,50062.0
51212.0,52262.0,53797.0,45923.0
48132.0,52260.0,54863.0,45405.0
48837.0,51798.0,53389.0,44656.0
50328.0,51701.0,50461.0,46011.0
51569.0,48989.0,51543.0,46779.0
51470.0,49049.0,52360.0,46918.0
50128.0,50086.0,53136.0,47268.0
50176.0,51585.0,53150.0,46260.0
46831.0,53096.0,55562.0,45800.0
50188.0,51236.0,54404.0,46784.0
48198.0,53402.0,55632.0,45382.0
47288.0,52508.0,56331.0,46898.0
47340.0,52656.0,56657.0,47699.0
46669.0,53462.0,57102.0,47206.0
50317.0,53784.0,55297.0,46761.0
50070.0,52593.0,55449.0,48818.0
50294.0,52975.0,55214.0,48833.0
51248.0,53564.0,54077.0,48229.0
49825.0,52638.0,55436.0,48407.0
52291.0,51269.0,53546.0,49150.0
53806.0,49664.0,51159.0,50458.0
51370.0,51188.0,53547.0,48150.0
51433.0,49095.0,52130.0,49934.0
49330.0,50382.0,52049.0,49221.0
52732.0,46649.0,50047.0,50244.0
47061.0,49962.0,54367.0,46660.0
52493.0,47145.0,49883.0,48460.0
50398.0,49125.0,50754.0,46479.0
46329.0,49913.0,51582.0,46950.0
49765.0,49344.0,50187.0,45440.0
47035.0,49925.0,51656.0,43663.0
48566.0,49800.0,49866.0,42605.0
49622.0,47087.0,48252.0,45141.0
47798.0,48415.0,49761.0,43514.0
45164.0,46271.0,50894.0,45026.0
43829.0,48396.0,51455.0,41208.0
46370.0,46270.0,48760.0,43330.0
47238.0,46010.0,47835.0,43465.0
45082.0,46638.0,48905.0,42538.0
49324.0,44685.0,45420.0,43945.0
45721.0,44610.0,48576.0,43959.0
44119.0,45159.0,49967.0,43126.0
41149.0,46456.0,51689.0,41418.0
45366.0,46101.0,48567.0,41688.0
43124.0,45507.0,49636.0,41477.0
43201.0,44177.0,48838.0,42880.0
43510.0,45389.0,48554.0,41485.0
47731.0,45850.0,44923.0,40795.0
45603.0,47197.0,47187.0,38966.0
41231.0,47581.0,49423.0,40313.0
46388.0,47344.0,46344.0,39378.0
45837.0,47134.0,46403.0,41160.0
48725.0,44345.0,44556.0,43648.0
45847.0,46618.0,47979.0,41868.0
44351.0,45448.0,49266.0,43287.0
46140.0,46035.0,48490.0,43417.0
45555.0,49581.0,48652.0,41004.0
47748.0,46224.0,47571.0,44596.0
42964.0,47662.0,51596.0,44075.0
44917.0,49460.0,50915.0,41140.0
47318.0,47092.0,48996.0,45020.0
49381.0,47280.0,48119.0,45238.0
48504.0,48837.0,49474.0,45587.0
49035.0,49392.0,49561.0,45145.0
49271.0,50434.0,50064.0,44602.0
50493.0,50923.0,49425.0,43278.0
50337.0,48581.0,49660.0,46554.0
51842.0,47557.0,47955.0,48701.0
51378.0,50893.0,49451.0,45642.0
51533.0,52385.0,50541.0,44296.0
51566.0,52773.0,50997.0,45074.0
52403.0,49851.0,50681.0,49163.0
51982.0,51284.0,51927.0,48049.0
51266.0,51687.0,52426.0,48485.0
50708.0,53260.0,53508.0,47158.0
52234.0,52918.0,53081.0,47740.0
52319.0,51394.0,52828.0,48992.0
51656.0,52572.0,52537.0,48561.0
56378.0,51209.0,47638.0,48984.0
53183.0,52102.0,51270.0,47889.0
52381.0,53692.0,52165.0,46662.0
50592.0,55247.0,54321.0,44216.0
54044.0,52191.0,50857.0,48081.0
52254.0,51290.0,51551.0,49750.0
51650.0,52901.0,53147.0,46396.0
52211.0,50092.0,51853.0,49681.0
50950.0,48686.0,52239.0,49466.0
48721.0,49926.0,52154.0,48525.0
50013.0,49421.0,50855.0,46545.0
52040.0,47157.0,48084.0,47802.0
50716.0,47616.0,48816.0,46556.0
50675.0,50367.0,48916.0,43018.0
52673.0,48963.0,46121.0,44296.0
51740.0,48129.0,45657.0,44300.0
52355.0,48720.0,44717.0,43500.0
50684.0,49127.0,46668.0,42907.0
55483.0,47407.0,40672.0,45808.0
51305.0,50412.0,48180.0,42384.0
50677.0,47081.0,48730.0,47221.0
54012.0,47727.0,45105.0,47338.0
53104.0,49571.0,47242.0,46956.0
46694.0,48916.0,54377.0,48418.0
50703.0,50861.0,51623.0,47787.0
50781.0,50917.0,52335.0,48277.0
51252.0,51980.0,52303.0,47515.0
49398.0,53676.0,54417.0,46058.0
50103.0,53069.0,53913.0,47179.0
51708.0,52339.0,52418.0,47715.0
55438.0,51623.0,48900.0,49297.0
54860.0,52370.0,49910.0,47953.0
53187.0,53430.0,51440.0,46448.0
54439.0,53973.0,49566.0,45477.0
57210.0,51527.0,45856.0,49338.0
57995.0,51986.0,45864.0,50443.0
54297.0,53150.0,51728.0,49897.0
55361.0,53336.0,51465.0,50024.0
57165.0,52102.0,50065.0,52815.0
53146.0,55531.0,55730.0,50491.0
56637.0,55061.0,54278.0,53449.0
52705.0,56796.0,57972.0,51671.0
54756.0,57998.0,57086.0,51494.0
54522.0,57502.0,57934.0,52935.0
56270.0,63196.0,57143.0,42551.0
60204.0,57013.0,53475.0,55429.0
60678.0,57556.0,53716.0,56171.0
58312.0,57009.0,56756.0,57281.0
59843.0,57742.0,57446.0,58355.0
58530.0,60816.0,59215.0,55369.0
60858.0,60346.0,58264.0,57924.0
57175.0,62355.0,61852.0,55853.0
56741.0,63060.0,64261.0,57354.0
59704.0,63856.0,62941.0,55418.0
60208.0,61083.0,62956.0,59697.0
58799.0,58804.0,65026.0,62894.0
57723.0,64455.0,65535.0,57393.0
60775.0,65208.0,64807.0,55720.0
58673.0,63859.0,65535.0,56355.0
58048.0,61373.0,65535.0,59196.0
54889.0,62308.0,65535.0,55544.0
52449.0,59281.0,65535.0,57125.0
51833.0,58683.0,64709.0,54746.0
54093.0,54797.0,61168.0,55689.0
54024.0,55924.0,58856.0,52709.0
57654.0,57734.0,54600.0,49521.0
56047.0,55365.0,53621.0,49848.0
51555.0,52980.0,55947.0,51291.0
48959.0,51913.0,56625.0,50125.0
50083.0,53650.0,54131.0,45742.0
46474.0,53206.0,55799.0,44768.0
41011.0,52947.0,58600.0,44409.0
36984.0,49376.0,59724.0,46623.0
46700.0,46897.0,54035.0,48198.0
41594.0,49078.0,56019.0,44481.0
46076.0,45623.0,51793.0,47261.0
38710.0,49000.0,56567.0,41925.0
42469.0,43942.0,54492.0,46953.0
43243.0,46192.0,53357.0,43218.0
39463.0,46539.0,54349.0,40774.0
43842.0,45027.0,50083.0,41301.0
44949.0,44197.0,48130.0,41222.0
43787.0,42987.0,48599.0,42040.0
42722.0,43988.0,49173.0,40405.0
40238.0,45785.0,50983.0,37252.0
43146.0,42025.0,48208.0,42308.0
44006.0,41007.0,46967.0,43855.0
44725.0,41855.0,46764.0,42593.0
40569.0,44064.0,50116.0,40158.0
40394.0,42502.0,50064.0,41718.0
42141.0,41992.0,48769.0,42741.0
45171.0,41993.0,46156.0,42286.0
42550.0,40943.0,47221.0,44540.0
41955.0,42588.0,49529.0,42049.0
44965.0,43323.0,47031.0,41668.0
41027.0,44311.0,50059.0,40067.0
48053.0,41888.0,43173.0,43321.0
43626.0,42268.0,48091.0,42912.0
45655.0,40992.0,46624.0,44362.0
45899.0,42378.0,46468.0,42971.0
46325.0,45296.0,46643.0,40679.0
43544.0,44462.0,49479.0,42125.0
44191.0,48490.0,49316.0,37561.0
46198.0,46382.0,47566.0,41235.0
46185.0,41463.0,47505.0,46453.0
42964.0,47295.0,49537.0,42478.0
45638.0,46163.0,49606.0,43232.0
47616.0,43334.0,47706.0,46562.0
46717.0,45627.0,49504.0,44198.0
48614.0,44887.0,48096.0,45578.0
46732.0,48138.0,50873.0,42455.0
47245.0,48001.0,50614.0,43281.0
49834.0,46492.0,49254.0,45662.0
52160.0,47743.0,46397.0,44664.0
50267.0,47093.0,49261.0,45555.0
47771.0,47033.0,52432.0,46875.0
48060.0,52010.0,53025.0,41052.0
50349.0,49514.0,49489.0,46357.0
51387.0,45900.0,49306.0,50418.0
52389.0,50217.0,49274.0,45277.0
52527.0,51102.0,50192.0,44844.0
52369.0,51034.0,50645.0,45637.0
51951.0,52025.0,51676.0,44700.0
53648.0,51036.0,49916.0,46733.0
50624.0,53674.0,54412.0,42935.0
52211.0,50041.0,52128.0,49189.0
53463.0,52018.0,51881.0,47472.0
53743.0,52343.0,52187.0,47602.0
54450.0,52776.0,51828.0,48108.0
56243.0,51100.0,49970.0,50766.0
55573.0,50562.0,51214.0,51493.0
55838.0,51429.0,50608.0,51532.0
56241.0,52114.0,51669.0,50412.0
55894.0,52069.0,52757.0,51057.0
56668.0,52165.0,52503.0,52075.0
56036.0,52712.0,51550.0,53473.0
57301.0,55012.0,51957.0,48984.0
56453.0,53652.0,52719.0,50411.0
53379.0,51727.0,55873.0,52454.0
52687.0,53186.0,55115.0,51941.0
53777.0,54325.0,55198.0,47606.0
56926.0,52304.0,49320.0,49478.0
56089.0,51908.0,50037.0,48981.0
55018.0,52770.0,50976.0,47507.0
52866.0,52252.0,53037.0,47855.0
54385.0,52801.0,51098.0,47008.0
53293.0,54332.0,51813.0,44959.0
52908.0,50247.0,51847.0,49676.0
49653.0,49559.0,55137.0,50947.0
50939.0,52951.0,54536.0,47055.0
57969.0,49772.0,44757.0,49946.0
52287.0,53452.0,51873.0,44248.0
55314.0,53738.0,48743.0,44948.0
53136.0,53486.0,51257.0,45406.0
54150.0,52273.0,50187.0,47836.0
54929.0,52984.0,49672.0,46966.0
50748.0,51762.0,53568.0,48556.0
54817.0,52103.0,49036.0,47174.0
50483.0,52674.0,53134.0,45767.0
48805.0,52101.0,54932.0,45747.0
50438.0,52216.0,52853.0,46035.0
50301.0,51708.0,52658.0,46540.0
53062.0,51644.0,49053.0,46339.0
54151.0,50888.0,47192.0,46409.0
52132.0,51655.0,49613.0,45156.0
51550.0,51927.0,50320.0,44990.0
51902.0,51784.0,50311.0,45799.0
53396.0,52223.0,49002.0,45639.0
52568.0,51256.0,49439.0,47408.0
46958.0,50564.0,55199.0,48234.0
46613.0,52933.0,55614.0,44994.0
47456.0,50324.0,55208.0,48180.0
45625.0,52798.0,55710.0,45046.0
49810.0,49075.0,52776.0,49405.0
47473.0,50089.0,54985.0,48240.0
49488.0,49825.0,53041.0,49689.0
49652.0,50959.0,52718.0,48019.0
50115.0,53266.0,52439.0,44966.0
49034.0,51156.0,53645.0,46483.0
50164.0,50685.0,52814.0,48011.0
50832.0,50474.0,52259.0,48745.0
48326.0,53184.0,54443.0,46185.0
51949.0,51083.0,51941.0,47767.0
56076.0,51063.0,47621.0,49312.0
55526.0,51520.0,49287.0,49682.0
55927.0,52108.0,49327.0,50964.0
55603.0,51465.0,51297.0,52162.0
57141.0,49223.0,50484.0,55258.0
55888.0,52403.0,52685.0,53780.0
52358.0,56572.0,57564.0,49975.0
50522.0,56955.0,58806.0,50705.0
52945.0,53668.0,58116.0,55333.0
50671.0,56297.0,60330.0,52794.0
54102.0,56754.0,56807.0,52625.0
54588.0,56557.0,56224.0,52666.0
54386.0,57748.0,56973.0,49125.0
58625.0,55720.0,52083.0,53708.0
58397.0,56855.0,53589.0,53455.0
53496.0,60217.0,59197.0,49694.0
50245.0,59417.0,61804.0,52212.0
50443.0,60370.0,62153.0,51213.0
53745.0,61914.0,60707.0,49390.0
58512.0,60139.0,56592.0,52417.0
57064.0,56540.0,58460.0,58221.0
56576.0,58747.0,59876.0,55749.0
57151.0,60058.0,59895.0,54935.0
56701.0,59738.0,60213.0,55580.0
59674.0,60638.0,57227.0,55787.0
53017.0,59514.0,62602.0,56652.0
56096.0,56852.0,61161.0,59209.0
54023.0,56926.0,61678.0,58636.0
55129.0,58844.0,60308.0,56035.0
50072.0,57003.0,62845.0,55795.0
55118.0,54663.0,57606.0,55858.0
56823.0,52854.0,54372.0,56216.0
54614.0,52844.0,53768.0,54946.0
51530.0,54129.0,55011.0,50909.0
54480.0,45118.0,50593.0,57430.0
45970.0,51260.0,57445.0,50233.0
47789.0,50943.0,54181.0,51457.0
41462.0,53230.0,58532.0,47560.0
47498.0,47286.0,54173.0,51393.0
43246.0,53808.0,56151.0,42290.0
46781.0,51971.0,52788.0,43253.0
44558.0,47777.0,53177.0,48175.0
45860.0,49513.0,52572.0,45185.0
47916.0,47688.0,50991.0,45950.0
50347.0,48447.0,47783.0,45483.0
50518.0,48613.0,47334.0,45514.0
52127.0,47959.0,45514.0,46111.0
50066.0,46807.0,48462.0,46695.0
48516.0,47903.0,49002.0,45673.0
51463.0,48071.0,46317.0,45387.0
51066.0,47682.0,46991.0,45458.0
50682.0,46985.0,49956.0,43052.0
47423.0,48032.0,50763.0,45580.0
45539.0,49064.0,53047.0,44404.0
44885.0,49749.0,53369.0,43754.0
49489.0,47186.0,49230.0,46744.0
46296.0,47348.0,52033.0,46559.0
48502.0,47266.0,48966.0,46404.0
49928.0,48634.0,48421.0,44528.0
49340.0,47952.0,48976.0,44716.0
52085.0,44637.0,45231.0,48591.0
49637.0,48904.0,47981.0,44410.0
52975.0,49081.0,44848.0,44545.0
50080.0,49313.0,48886.0,44104.0
51278.0,49709.0,48412.0,44982.0
50807.0,49696.0,49698.0,46052.0
49174.0,51229.0,52000.0,45099.0
50954.0,49960.0,50511.0,46897.0
50321.0,49377.0,51739.0,47948.0
49752.0,49603.0,52477.0,48232.0
49699.0,50694.0,52250.0,47206.0
50115.0,50501.0,52190.0,46888.0
48973.0,51798.0,53822.0,43947.0
52513.0,49149.0,49738.0,48717.0
51492.0,51482.0,50796.0,46120.0
51710.0,51906.0,50826.0,45692.0
52979.0,53390.0,49671.0,43302.0
50965.0,52057.0,52118.0,43842.0
52055.0,51897.0,50876.0,45950.0
51710.0,52822.0,51293.0,45755.0
53347.0,51976.0,49886.0,46890.0
50007.0,50873.0,53834.0,47019.0
49481.0,53087.0,54391.0,45732.0
50728.0,51637.0,53194.0,47700.0
47114.0,53076.0,55974.0,45816.0
51420.0,48937.0,53718.0,48630.0
52217.0,50900.0,50962.0,47802.0
51162.0,51250.0,51405.0,47324.0
46488.0,53887.0,55073.0,42687.0
53774.0,50636.0,48197.0,47282.0
48451.0,51860.0,53060.0,44392.0
46849.0,50624.0,53474.0,44884.0
46389.0,51887.0,53613.0,42371.0
48501.0,50325.0,51604.0,44500.0
50682.0,49937.0,48615.0,45019.0
47798.0,50696.0,51830.0,44096.0
45489.0,51689.0,53575.0,42657.0
45434.0,51711.0,53355.0,41814.0
46877.0,50622.0,51201.0,42939.0
46324.0,49797.0,51425.0,44085.0
47694.0,49093.0,50614.0,43437.0
49892.0,47867.0,47926.0,45164.0
49068.0,48915.0,48237.0,44535.0
47410.0,49972.0,50609.0,43319.0
50619.0,47065.0,46819.0,46690.0
48862.0,49301.0,49752.0,44362.0
50867.0,47427.0,47920.0,46290.0
51265.0,48022.0,47805.0,46800.0
50494.0,50681.0,49769.0,44312.0
47458.0,49174.0,53227.0,46145.0
51201.0,47127.0,49800.0,49122.0
50263.0,49825.0,50885.0,46837.0
52691.0,50104.0,48403.0,47217.0
50022.0,47387.0,51619.0,50435.0
51784.0,51535.0,50397.0,46609.0
51921.0,50331.0,50431.0,48368.0
52292.0,53559.0,50371.0,44893.0
52798.0,52126.0,49888.0,47119.0
53370.0,51133.0,49715.0,48581.0
53543.0,51199.0,49990.0,48670.0
52033.0,52134.0,52469.0,48540.0
54255.0,50912.0,50538.0,50421.0
53107.0,51741.0,52509.0,50112.0
53441.0,52001.0,53156.0,50850.0
53929.0,52468.0,53181.0,51256.0
55373.0,51768.0,52137.0,53106.0
54346.0,53712.0,54075.0,51333.0
56325.0,54047.0,52270.0,51628.0
56202.0,54965.0,52959.0,51491.0
56948.0,56469.0,52907.0,50604.0
56700.0,56696.0,53879.0,51226.0
56785.0,57587.0,54981.0,51516.0
57996.0,58008.0,55204.0,52873.0
58429.0,58179.0,55619.0,53827.0
58898.0,58282.0,57049.0,55721.0
57417.0,58801.0,59463.0,56229.0
57150.0,58095.0,60283.0,57646.0
57628.0,58072.0,60436.0,58351.0
58623.0,58186.0,59047.0,57988.0
60977.0,58975.0,55400.0,57059.0
57977.0,59741.0,59040.0,56589.0
59652.0,57553.0,58085.0,59563.0
59195.0,57660.0,58248.0,59078.0
57477.0,58377.0,60386.0,58705.0
60895.0,59498.0,56471.0,56639.0
58488.0,58864.0,58852.0,57360.0
59680.0,59205.0,58392.0,57715.0
62088.0,59458.0,54952.0,57699.0
57604.0,57934.0,60195.0,58699.0
56171.0,58994.0,60029.0,55824.0
56241.0,58843.0,59411.0,55320.0
57503.0,57841.0,57007.0,55642.0
56428.0,58011.0,57886.0,53926.0
57546.0,56680.0,55261.0,53972.0
55622.0,55234.0,55098.0,53661.0
54148.0,56415.0,55251.0,50929.0
51629.0,56664.0,57706.0,50272.0
52463.0,54812.0,56496.0,51669.0
52306.0,54270.0,55536.0,51643.0
53972.0,53064.0,53609.0,52460.0
50491.0,54535.0,55942.0,49428.0
52452.0,54001.0,53937.0,49386.0
52123.0,53241.0,54046.0,49529.0
53188.0,53212.0,52456.0,48745.0
50814.0,53068.0,54448.0,47119.0
50065.0,52373.0,54776.0,47506.0
52293.0,53272.0,53046.0,46645.0
52363.0,54202.0,52717.0,45805.0
52273.0,52554.0,53309.0,47855.0
53948.0,52541.0,52245.0,48792.0
54074.0,52207.0,53213.0,50224.0
52353.0,52688.0,55530.0,50675.0
54161.0,52582.0,54707.0,52391.0
55137.0,49886.0,53736.0,54938.0
55259.0,52856.0,54299.0,53077.0
52529.0,53248.0,57066.0,51672.0
53409.0,53556.0,55742.0,52090.0
51932.0,53034.0,56967.0,52182.0
51075.0,51607.0,57043.0,52273.0
54176.0,54162.0,53295.0,48174.0
53604.0,52649.0,52688.0,48594.0
49933.0,52388.0,55179.0,47467.0
50506.0,51473.0,54124.0,47766.0
49954.0,51253.0,53642.0,46944.0
50280.0,51380.0,53145.0,46033.0
52497.0,52006.0,50992.0,45991.0
51551.0,50281.0,51806.0,47969.0
51279.0,49141.0,52285.0,49380.0
52277.0,51387.0,51498.0,47224.0
53210.0,50386.0,50406.0,48014.0
50261.0,50763.0,53104.0,46995.0
53198.0,49866.0,50486.0,48246.0
50444.0,50826.0,52527.0,46306.0
51899.0,49754.0,50686.0,47195.0
51515.0,51637.0,50968.0,44482.0
51434.0,49744.0,50127.0,45923.0
51029.0,50165.0,49666.0,44401.0
51082.0,49470.0,48621.0,43975.0
51545.0,48856.0,47276.0,43550.0
47058.0,48661.0,51516.0,42924.0
49697.0,45920.0,47807.0,45013.0
50022.0,46677.0,46840.0,43336.0
47863.0,48732.0,48760.0,40739.0
46601.0,46000.0,48920.0,42882.0
44042.0,46891.0,49927.0,40077.0
44241.0,47248.0,48533.0,38442.0
46232.0,46147.0,45770.0,38197.0
42158.0,44412.0,48105.0,38871.0
42240.0,43806.0,46066.0,37171.0
44683.0,43435.0,42525.0,36530.0
44797.0,42795.0,41894.0,35756.0
39856.0,40788.0,46208.0,37657.0
39934.0,45000.0,45712.0,31839.0
44031.0,40151.0,41441.0,37929.0
42354.0,41336.0,42847.0,36020.0
40461.0,42756.0,44361.0,34272.0
36164.0,39437.0,47838.0,38041.0
42101.0,43532.0,42174.0,32643.0
44295.0,40090.0,39847.0,36341.0
38339.0,42121.0,45415.0,34112.0
41770.0,41133.0,42186.0,35047.0
42424.0,39819.0,40535.0,35705.0
37906.0,42269.0,44885.0,32320.0
40452.0,41526.0,43520.0,34835.0
43048.0,42685.0,41083.0,33628.0
33379.0,44845.0,49056.0,31511.0
45420.0,41575.0,39307.0,35571.0
41964.0,41316.0,43661.0,36782.0
38512.0,43614.0,47046.0,34800.0
47623.0,43830.0,40157.0,37037.0
42207.0,39426.0,46882.0,42452.0
42033.0,41588.0,48189.0,41223.0
47489.0,41755.0,42228.0,41557.0
42520.0,46480.0,46976.0,36793.0
44163.0,43993.0,46769.0,40534.0
48064.0,45430.0,44136.0,39620.0
43124.0,43401.0,49665.0,43181.0
46595.0,48526.0,47502.0,38439.0
51066.0,43907.0,42518.0,44843.0
48321.0,47019.0,46495.0,40837.0
45054.0,45737.0,49694.0,42809.0
47454.0,48304.0,47866.0,40387.0
47567.0,47459.0,47090.0,42412.0
48552.0,46748.0,47552.0,43329.0
48946.0,46609.0,48338.0,44764.0
48331.0,48850.0,49632.0,43079.0
49000.0,48099.0,49277.0,45390.0
51072.0,45972.0,48807.0,48327.0
51482.0,48503.0,49163.0,46900.0
48856.0,50187.0,52488.0,46294.0
50519.0,50185.0,51345.0,47897.0
52136.0,51364.0,51037.0,46972.0
54091.0,49945.0,49990.0,49635.0
52878.0,50966.0,51966.0,49698.0
53624.0,51573.0,52052.0,49569.0
54030.0,52493.0,51748.0,49881.0
54854.0,51551.0,52107.0,51563.0
55023.0,52304.0,52467.0,51517.0
54653.0,53620.0,53625.0,51211.0
54461.0,54903.0,53869.0,50440.0
55965.0,54418.0,52867.0,51340.0
55854.0,55418.0,53668.0,51193.0
55870.0,55183.0,54324.0,52097.0
56008.0,55519.0,54414.0,52578.0
56892.0,54642.0,54604.0,54251.0
56562.0,55836.0,55782.0,53590.0
57122.0,55943.0,55578.0,54108.0
57453.0,55848.0,55618.0,54992.0
57908.0,54667.0,55170.0,55877.0
57854.0,54247.0,55131.0,55982.0
57196.0,54042.0,55824.0,56246.0
56697.0,54315.0,55726.0,55852.0
58587.0,53557.0,54366.0,56916.0
55166.0,55540.0,58009.0,54957.0
54193.0,54688.0,58491.0,55144.0
56344.0,54671.0,56803.0,55097.0
57405.0,55155.0,56253.0,54858.0
57394.0,55457.0,56633.0,54954.0
56480.0,55176.0,58034.0,55561.0
58076.0,54619.0,56079.0,55418.0
56905.0,52503.0,56395.0,56819.0
58156.0,53011.0,55705.0,56581.0
57539.0,51958.0,56817.0,57148.0
57696.0,54131.0,56000.0,55645.0
56855.0,52075.0,56329.0,56820.0
57087.0,51603.0,54964.0,56373.0
56739.0,50577.0,56073.0,56658.0
54053.0,58525.0,57931.0,46586.0
55141.0,52143.0,55700.0,53931.0
55291.0,52461.0,55279.0,53399.0
54969.0,52862.0,56067.0,52752.0
55725.0,55244.0,55065.0,50057.0
56466.0,55190.0,53474.0,49797.0
56895.0,52624.0,52527.0,52432.0
57058.0,55657.0,52786.0,48340.0
55539.0,54423.0,54160.0,49896.0
55424.0,52786.0,54908.0,51014.0
54378.0,56859.0,54413.0,47613.0
55644.0,52164.0,53859.0,52105.0
56584.0,52576.0,52857.0,52433.0
55783.0,51861.0,55336.0,53088.0
53875.0,54867.0,56910.0,51743.0
54664.0,55143.0,56792.0,51755.0
55755.0,55552.0,55960.0,51722.0
55265.0,57186.0,57022.0,50118.0
57701.0,56216.0,55508.0,52815.0
57751.0,55341.0,56473.0,54394.0
56648.0,56961.0,57934.0,53207.0
57122.0,55855.0,56866.0,53365.0
56467.0,56871.0,57345.0,52377.0
54343.0,54793.0,58816.0,54255.0
54768.0,56502.0,57921.0,52287.0
54477.0,57605.0,57564.0,50222.0
55238.0,57014.0,56814.0,50480.0
55951.0,58242.0,55290.0,48343.0
53035.0,57474.0,56775.0,48074.0
51970.0,57887.0,56736.0,46252.0
52970.0,56681.0,55313.0,47488.0
54037.0,56117.0,54493.0,48433.0
52489.0,55298.0,55901.0,49488.0
52219.0,54957.0,55814.0,49544.0
51611.0,52936.0,55829.0,51230.0
51781.0,53650.0,56094.0,50978.0
53463.0,54484.0,55114.0,50813.0
53846.0,53805.0,55361.0,52144.0
51676.0,55185.0,57242.0,50322.0
51268.0,55894.0,57827.0,48631.0
51845.0,56362.0,57269.0,48628.0
52493.0,57056.0,56948.0,47928.0
53470.0,56372.0,56323.0,48831.0
53061.0,57812.0,56643.0,46758.0
53867.0,56846.0,56091.0,48920.0
54515.0,57853.0,55976.0,48079.0
52664.0,56845.0,57502.0,48934.0
51625.0,56645.0,58214.0,49064.0
52367.0,56465.0,57679.0,49731.0
52531.0,55932.0,57534.0,50254.0
53466.0,56243.0,57277.0,50664.0
54147.0,56175.0,57362.0,51887.0
56378.0,55509.0,55823.0,53429.0
54151.0,56212.0,57923.0,52656.0
53925.0,56500.0,57810.0,51792.0
53412.0,57348.0,58095.0,50637.0
54822.0,56561.0,56791.0,51335.0
55672.0,56520.0,56101.0,51419.0
57099.0,56525.0,55290.0,51864.0
55503.0,57729.0,57119.0,50791.0
54958.0,57516.0,57469.0,50770.0
55340.0,56867.0,57296.0,51652.0
54827.0,55045.0,57304.0,53917.0
53913.0,59147.0,58416.0,48397.0
58360.0,55631.0,53236.0,52453.0
55503.0,58324.0,55903.0,48477.0
57706.0,54692.0,53087.0,52381.0
53116.0,55995.0,56472.0,49171.0
51341.0,56500.0,57099.0,47471.0
55414.0,53461.0,53049.0,50741.0
53620.0,53946.0,55204.0,48946.0
52814.0,52487.0,55458.0,51128.0
52561.0,54278.0,55127.0,48851.0
54788.0,52939.0,52638.0,50170.0
54388.0,50238.0,53306.0,51082.0
51807.0,51751.0,53865.0,49142.0
50472.0,50326.0,52882.0,48831.0
51538.0,51568.0,51696.0,45775.0
48987.0,48874.0,53028.0,47383.0
47230.0,48594.0,53430.0,46503.0
49256.0,48220.0,50204.0,46355.0
49620.0,50198.0,50122.0,42982.0
47765.0,46876.0,51130.0,45251.0
46220.0,47028.0,51332.0,44224.0
46444.0,46121.0,50234.0,44156.0
47532.0,47341.0,48618.0,41806.0
47350.0,44823.0,48517.0,43116.0
45742.0,44106.0,49481.0,43334.0
45320.0,43860.0,48661.0,43003.0
45997.0,45217.0,47089.0,41517.0
45942.0,44318.0,47427.0,41028.0
46627.0,42877.0,46571.0,42617.0
44286.0,45305.0,47680.0,40435.0
45001.0,46128.0,46847.0,38765.0
46996.0,43876.0,45697.0,39757.0
45842.0,44691.0,46696.0,39939.0
46286.0,44304.0,45999.0,40061.0
46376.0,44933.0,45577.0,39714.0
45349.0,46650.0,47164.0,37515.0
44761.0,44164.0,48001.0,40270.0
43722.0,44739.0,48450.0,39828.0
44909.0,44558.0,47144.0,40661.0
44638.0,44006.0,47727.0,40344.0
43405.0,42564.0,49021.0,41378.0
44171.0,43621.0,47856.0,40440.0
46371.0,43848.0,46073.0,40514.0
44991.0,43013.0,47109.0,41150.0
44592.0,43549.0,47690.0,39288.0
42499.0,44357.0,48808.0,39304.0
45172.0,43372.0,46770.0,40837.0
44351.0,44870.0,46989.0,39809.0
45344.0,45376.0,47058.0,38807.0
44976.0,47298.0,48576.0,35723.0
45254.0,47887.0,47546.0,36701.0
45503.0,44198.0,46811.0,41338.0
44943.0,47834.0,48319.0,37224.0
46417.0,44659.0,47456.0,41679.0
43819.0,47332.0,49878.0,38461.0
43383.0,46587.0,50021.0,39127.0
45325.0,46242.0,48451.0,39854.0
47361.0,45322.0,47574.0,40172.0
44112.0,45065.0,49965.0,41724.0
42468.0,46488.0,50265.0,40101.0
45060.0,46278.0,48660.0,39853.0
43183.0,46576.0,50252.0,39332.0
41715.0,47950.0,50927.0,36787.0
40506.0,46546.0,50524.0,38496.0
43903.0,45758.0,49436.0,39592.0
46600.0,43999.0,47404.0,42719.0
46882.0,45086.0,47654.0,41163.0
48413.0,44842.0,46147.0,42271.0
47997.0,44307.0,46767.0,42855.0
