kalman.stateX,kalman.stateY,kalman.stateZ
0.9362556338310242,0.8734090328216553,0.8731884956359863
0.93550044298172,0.8790124654769897,0.875798225402832
0.9465411305427551,0.8844478130340576,0.8778426051139832
0.9461355209350586,0.8893787860870361,0.8807357549667358
0.9423115849494934,0.8915789723396301,0.8843885064125061
0.9382727742195129,0.8990811109542847,0.8858399987220764
0.9404839873313904,0.9046489000320435,0.8940770030021667
0.9315654635429382,0.9078493118286133,0.896722137928009
0.9345211982727051,0.9128779172897339,0.9035313725471497
0.9354610443115234,0.9163669943809509,0.908987283706665
0.9300772547721863,0.9190223813056946,0.9195336103439331
0.9309269785881042,0.9199104309082031,0.927686870098114
0.9322863221168518,0.9229626655578613,0.9366913437843323
0.933697521686554,0.9267482757568359,0.9463828206062317
0.9324436187744141,0.9327450394630432,0.9561396837234497
0.926558256149292,0.9360690116882324,0.9647502899169922
0.9282885789871216,0.9425718784332275,0.9759641289710999
0.9262830018997192,0.9447337985038757,0.9838888645172119
0.9281296730041504,0.9516717791557312,1.0004452466964722
0.9258657693862915,0.95163893699646,1.009222149848938
0.9179643988609314,0.9542409181594849,1.0162272453308105
0.917576789855957,0.9577562808990479,1.0275009870529175
0.9138367176055908,0.9584121108055115,1.0394002199172974
0.9134993553161621,0.9568119049072266,1.0417072772979736
0.914530336856842,0.9598722457885742,1.0592912435531616
0.9048329591751099,0.9642637372016907,1.0822950601577759
0.8978396654129028,0.9654602408409119,1.095410943031311
0.9003233909606934,0.9688209295272827,1.1090953350067139
0.9020341038703918,0.9798635840415955,1.1364970207214355
0.9019671678543091,0.9823606014251709,1.1455113887786865
0.9039324522018433,0.9866655468940735,1.154656171798706
0.9047319889068604,0.9902161359786987,1.1748789548873901
0.8947302103042603,1.0048528909683228,1.2193453311920166
0.8993625044822693,1.004913330078125,1.2248834371566772
0.8966897130012512,1.0152876377105713,1.250758409500122
0.8982867002487183,1.0203819274902344,1.2663453817367554
0.8987406492233276,1.0250966548919678,1.274289608001709
0.9064456224441528,1.027048945426941,1.2804358005523682
0.9105708003044128,1.028906226158142,1.2901986837387085
0.915069580078125,1.0337542295455933,1.2966026067733765
0.9233121275901794,1.033652901649475,1.2903878688812256
0.9329795241355896,1.0374341011047363,1.2943353652954102
0.9478636384010315,1.0413434505462646,1.2931398153305054
0.962367057800293,1.0413638353347778,1.2790040969848633
0.9827804565429688,1.0429340600967407,1.2658319473266602
1.0033152103424072,1.038386583328247,1.2514466047286987
1.0277104377746582,1.0333064794540405,1.2295552492141724
1.05475914478302,1.0306228399276733,1.209249496459961
1.0792211294174194,1.0302698612213135,1.1909019947052002
1.1000685691833496,1.0269132852554321,1.173141360282898
1.1245205402374268,1.0262202024459839,1.1572257280349731
1.1463649272918701,1.0225985050201416,1.1416023969650269
1.1694729328155518,1.0225623846054077,1.125604510307312
1.192309021949768,1.0179702043533325,1.1126083135604858
1.2143466472625732,1.0150187015533447,1.0980217456817627
1.2370699644088745,1.0101072788238525,1.083025574684143
1.2601444721221924,1.006643295288086,1.0718090534210205
1.2818362712860107,0.9985359311103821,1.0596520900726318
1.307458519935608,0.996203601360321,1.046275019645691
1.3419990539550781,0.9986866116523743,1.0350977182388306
1.3723905086517334,0.9962584376335144,1.0250835418701172
1.4129798412322998,0.9998296499252319,1.0150872468948364
1.4432275295257568,0.9939433932304382,1.0087552070617676
1.4529287815093994,0.9797688126564026,1.0119667053222656
1.4658154249191284,0.9640988707542419,1.010927438735962
1.4836095571517944,0.9575730562210083,1.0084056854248047
1.487504243850708,0.9435834884643555,1.009774088859558
1.5070663690567017,0.935157299041748,1.008581519126892
1.5157408714294434,0.9215809106826782,1.0084202289581299
1.527043104171753,0.919378399848938,1.007800579071045
1.5342199802398682,0.907447338104248,1.009120225906372
1.5449854135513306,0.8990301489830017,1.0057320594787598
1.5490639209747314,0.8868780732154846,1.0066202878952026
1.5620508193969727,0.8758334517478943,1.0043686628341675
1.5710105895996094,0.8641603589057922,1.0040388107299805
1.5804393291473389,0.8535025715827942,1.001768708229065
1.58804452419281,0.8435823321342468,0.9998362064361572
1.5976930856704712,0.8368834853172302,0.9953418970108032
1.6096794605255127,0.8276392817497253,0.9945785403251648
1.6172173023223877,0.8220052123069763,0.9905565977096558
1.6287167072296143,0.8157787322998047,0.9874985814094543
1.6370500326156616,0.8064020872116089,0.98405522108078
1.6470787525177002,0.7980185747146606,0.9804182648658752
1.661722183227539,0.7895061373710632,0.9780628681182861
1.6724655628204346,0.7828778624534607,0.9755484461784363
1.6810753345489502,0.7708730697631836,0.9748938083648682
1.688075304031372,0.7651007175445557,0.9703280329704285
1.7005927562713623,0.7610870003700256,0.9673721790313721
1.711586833000183,0.7521959543228149,0.9632994532585144
1.7218480110168457,0.7449949979782104,0.9598994255065918
1.7289063930511475,0.7383639812469482,0.9558475613594055
1.7420834302902222,0.7339895367622375,0.951797604560852
